,Unnamed: 0,Tópico 1,Tópico 2,Tópico 3,Tópico 4,Tópico 5,Tópico 6,Tópico 7,Tópico 8,Tópico 9,Tópico 10,Tópico 11,Tópico 12,Tópico 13,Tópico 14,Tópico 15,Tópico 16,Tópico 17,Tópico 18,Tópico 19,Tópico 20,Tópico 21,Tópico 22,Tópico 23,Tópico 24,Tópico 25,Tópico 26,Tópico 27,Tópico 28,Tópico 29,Tópico 30,Tópico 31,Tópico 32,Tópico 33
0,2018-12-04,0.0240461695939302,0.0531408861279487,0.0,0.0123599795624613,0.0265759620815515,0.0224128179252147,0.0552082769572734,0.0420315749943256,0.0467155501246452,0.0104225007817149,0.0226508174091577,0.023055201396346,0.1044235602021217,0.0140936858952045,0.0175048820674419,0.0299336872994899,0.0,0.0196690615266561,0.103184551000595,0.0,0.0,0.0163137726485729,0.0393005833029747,0.0,0.0,0.0405054353177547,0.0498807579278945,0.0219750013202428,0.012173774652183,0.069728247821331,0.0718724727630615,0.0267844013869762,0.0
1,2018-12-05,0.0256706643849611,0.0437578298151493,0.0,0.0,0.0158922206610441,0.0322452969849109,0.0594078190624713,0.0413552783429622,0.0653561800718307,0.0247703716158866,0.0244356840848922,0.0309756770730018,0.0727926865220069,0.0459348671138286,0.0193380303680896,0.0264339316636323,0.0,0.024480041116476,0.1022667959332466,0.0,0.0,0.0364136733114719,0.0294950250536203,0.0,0.0,0.025474227964878,0.0414972826838493,0.0171816013753414,0.0,0.079917088150978,0.0480299927294254,0.0282322820276021,0.0
2,2018-12-06,0.0239098165184259,0.0464966334402561,0.0,0.0100475056096911,0.0119310626760125,0.0230728555470705,0.0664228275418281,0.033656071871519,0.0403823368251323,0.0,0.0242149792611598,0.0665458664298057,0.0739420056343078,0.0287779662758111,0.0150282643735408,0.0260081514716148,0.0,0.0183142777532339,0.0775421038269996,0.0,0.014514367096126,0.0168842300772666,0.0444995760917663,0.0,0.0,0.0359233021736145,0.0637145116925239,0.0157515462487936,0.0202854499220848,0.0779490023851394,0.0292804203927516,0.0450270324945449,0.0
3,2018-12-07,0.0285463947802782,0.0405657775700092,0.0,0.0,0.0179398842155933,0.0168825294822454,0.0462463907897472,0.061657253652811,0.0459791757166385,0.0,0.0184533968567848,0.0373729802668094,0.0760053992271423,0.0277177095413208,0.0331775210797786,0.0338095501065254,0.0,0.0192885119467973,0.1059886589646339,0.0,0.0,0.0157086327672004,0.0569233112037181,0.0,0.0,0.0223729647696018,0.0444026291370391,0.0184857603162527,0.0181404370814561,0.0925558432936668,0.0518086552619934,0.035629965364933,0.0
4,2018-12-10,0.0172170754522085,0.0615791156888008,0.0160056501626968,0.0,0.0127559974789619,0.0533591397106647,0.0574227720499038,0.0335359759628772,0.0477941446006298,0.0,0.0153582226485013,0.0324184969067573,0.0676432028412818,0.0282070692628622,0.0125330537557601,0.0340438522398471,0.0,0.0516021028161048,0.0969716534018516,0.0,0.0133949592709541,0.0215730797499418,0.0641872286796569,0.0,0.0,0.0177446641027927,0.0386315882205963,0.0313040949404239,0.0,0.0688721686601638,0.0277484413236379,0.0217356625944376,0.0
5,2018-12-11,0.0171698629856109,0.0440496765077114,0.0,0.0113430237397551,0.0134453242644667,0.0225800964981317,0.0657695084810257,0.0503395423293113,0.0637215226888656,0.0166199561208486,0.0535434037446975,0.0230903252959251,0.0885129570960998,0.0350570641458034,0.0233062636107206,0.024887753650546,0.0,0.0222365446388721,0.0983859971165657,0.0,0.0,0.0183211248368024,0.0282627921551466,0.0,0.0,0.0338652543723583,0.0440578982234001,0.019964950159192,0.0,0.0895223841071128,0.0367023572325706,0.0180122777819633,0.0
6,2018-12-12,0.0,0.0612359903752803,0.0102692181244492,0.0,0.0611126869916915,0.032247956842184,0.0390700474381446,0.0564163140952587,0.0653409212827682,0.0112966634333133,0.0236481167376041,0.0421588346362113,0.0710536614060401,0.0124738840386271,0.0241671111434698,0.0174319427460432,0.0,0.0322253480553627,0.062001883983612,0.0,0.0,0.0164354685693979,0.0346018895506858,0.0,0.0,0.0466207414865493,0.0792630910873413,0.0111450487747788,0.0,0.0677521303296089,0.0429288893938064,0.0302437581121921,0.0
7,2018-12-13,0.042769156396389,0.0373060442507267,0.0112898079678416,0.0,0.0518311783671379,0.0375069007277488,0.0593950934708118,0.0474541187286376,0.0488356761634349,0.0,0.0416163727641105,0.0346549041569232,0.0753748938441276,0.0230646003037691,0.0184968654066324,0.0265722256153821,0.0,0.0253979098051786,0.075064942240715,0.0191038437187671,0.0,0.0194793958216905,0.033272348344326,0.0,0.0,0.0161227528005838,0.0408670604228973,0.0223652981221675,0.0112608280032873,0.0860308855772018,0.0399934910237789,0.0178546532988548,0.0
8,2018-12-14,0.01445540972054,0.0428719483315944,0.0,0.0132583454251289,0.0,0.0269145350903272,0.0401809178292751,0.0300639849156141,0.08042623847723,0.0,0.0308826565742492,0.0275380555540323,0.0800987109541893,0.0196303371340036,0.017564557492733,0.0523142293095588,0.0,0.0161288082599639,0.0621123537421226,0.0,0.0,0.0171229299157857,0.042832862585783,0.0,0.0,0.0144954603165388,0.0417977571487426,0.0118964919820427,0.0131983067840337,0.1708840578794479,0.0420115888118743,0.0340506322681903,0.0
9,2018-12-17,0.0115899220108985,0.0488427653908729,0.0,0.0,0.0129198655486106,0.0249999333173036,0.0725139006972312,0.0810043290257453,0.0478728972375392,0.0,0.0328315086662769,0.0250526815652847,0.1121141910552978,0.0514077693223953,0.018122099339962,0.0165044907480478,0.0,0.0182691477239131,0.1175529435276985,0.0,0.0,0.0130935963243246,0.0321754515171051,0.0,0.0,0.0158185698091983,0.0414046607911586,0.0173733513802289,0.018220093101263,0.064545638859272,0.0458977185189724,0.0194625183939933,0.0
